id,prompt,schedule,tags
772,"A Bullfrog croaking loudly by a pond, startling a nearby cat.","['Bullfrog croaks by pond; cat flinches.', 'Bullfrog by pond croaks loudly; cat on rock reacts.', 'Bullfrog with green skin croaks by pond; cat on mossy rock flinches in surprise.', 'By a tranquil pond, a green bullfrog croaks loudly in moonlight; a cat on a moss-covered rock flinches in surprise.', 'By the serene edge of a tranquil pond, a robust bullfrog, its vibrant green skin glistening in the soft moonlight, croaks with resonating volume. Nearby, a curious cat with sleek fur and alert eyes, perched on a moss-covered rock, flinches at the sudden sound, its whiskers twitching with surprise.']","Action Relation,Attribute,Scene,Spatial Relation"
773,A Maine Coon cat is lounging leisurely in the sunlight next to a person who is knitting.,"['A Maine Coon cat lounges in sunlight beside a person knitting.', 'A Maine Coon cat lounges in sunlight. A person is knitting. The room is warm with light from a window.', 'A glossy Maine Coon cat lounges beside a person knitting in warm sunlight. The room is cozy, light from the window creates a calm atmosphere.', 'A majestic Maine Coon cat with a fluffy coat lounges in golden sunlight beside a serene person knitting. Warm light from a window creates a tranquil, harmonious atmosphere.', 'A majestic Maine Coon cat with a glossy, fluffy coat lounges gracefully in the golden sunlight beside a serene person engrossed in knitting. The cozy room is illuminated by warm light streaming through a nearby window, casting soft shadows and creating a tranquil, harmonious atmosphere where companionship and calmness blend perfectly.']","Action Relation,Attribute,Scene,Spatial Relation"
774,A butterfly landing on a blooming Amaryllis as a child observes closely.,"['A butterfly lands on a flower as a child watches.', 'A butterfly on a flower; child watches in wonder.', 'A butterfly lands on Amaryllis; child gazes at it in wonder.', 'A delicate butterfly lands on a blooming Amaryllis. A child watches, capturing the scene in morning light.', ""A delicate butterfly, with vibrant, detailed wings, gently lands on a blooming, crimson Amaryllis in full display. Nearby, a curious child gazes intently at the scene, eyes wide with wonder, capturing the intricate ballet of nature's colors and forms in the soft, golden morning light.""]","Action Relation,Attribute,Spatial Relation"
775,"A Mustang galloping across a field, with a dog chasing joyfully behind.","['Mustang gallops in pasture, dog chases.', 'Mustang with flowing mane in pasture. Dog chases. Green field with wildflowers in background.', 'Mustang gallops with flowing mane across sunlit pasture, chased by dog. Green field with wildflowers and blue sky.', 'A powerful Mustang gallops across a sunlit pasture with a glossy mane. A dog chases. The green field has wildflowers, under a blue sky.', 'A powerful Mustang galloping energetically across a sunlit pasture, its glossy mane flowing in the wind, while a playful Golden Retriever chases joyfully behind. The rich green field dotted with wildflowers provides a vibrant backdrop, capturing the spirited bond between horse and dog under the expansive blue sky.']","Action Relation,Attribute,Scene,Spatial Relation"
776,"A Calico cat watching a Coyote, hidden in the bushes.","['A calico cat watches a coyote in foliage.', 'A calico cat observes a coyote hiding in green foliage.', 'A calico cat with patchwork fur watches a coyote partially hidden in dense green foliage.', ""A vigilant calico cat intently observes a coyote, partially concealed among dense green foliage. The coyote, crouched low, blends into its surroundings with its tawny fur, while the cat's striking patchwork of white, black, and orange fur stands out against the lush greenery, heightening the tense yet serene atmosphere."", ""A vigilant calico cat intently observes a coyote, partially concealed among dense green foliage. The coyote, crouched low, blends into its surroundings with its tawny fur, while the cat's striking patchwork of white, black, and orange fur stands out against the lush greenery, heightening the tense yet serene atmosphere.""]","Action Relation,Spatial Relation"
777,"A Coyote prowling through a meadow, eyed cautiously by a Raccoon.","['A coyote in a meadow with a raccoon nearby.', 'A coyote prowls in a sunny meadow; a raccoon watches from under an oak tree.', ""A coyote prowls in a sunlit meadow, surrounded by wildflowers. A raccoon watches from an oak's shade as butterflies flutter."", 'A sleek coyote prowls through a sunlit meadow, surrounded by wildflowers. A cautious raccoon watches from the shade of an oak tree with butterflies around.', 'A sleek, cunning coyote prowls through a sunlit meadow, its amber eyes glinting with focus, surrounded by wildflowers swaying gently in the breeze. Nearby, a cautious raccoon watches intently from the shade of a towering oak tree, its bushy tail curled inquisitively, as vibrant butterflies flutter around in the dappled sunlight.']","Action Relation,Attribute,Scene"
778,"A Raccoon rummaging through a backpack left by a camper, finding snacks.","['Raccoon rummages through backpack.', 'Raccoon explores backpack, finds trail mix and apple.', 'Raccoon rummages in a blue backpack, finds trail mix and apple in forest clearing.', 'In a forest clearing, a curious raccoon rummages through a blue backpack by a tent, finding trail mix and an apple. Sunlight filters through trees.', 'In a forest clearing, a curious raccoon energetically rummages through a bright blue backpack left beside a tent by a camper. Among the scattered contents, it uncovers a half-eaten pack of trail mix and an apple. Sunlight filters through the trees, casting dappled light on the scene.']","Action Relation,Spatial Relation"
779,"An American Alligator basking in the sun on a riverbank, observed from afar by a group of tourists.","['An alligator on a riverbank with tourists watching.', 'An alligator on a sunlit bank. Tourists watch in awe. Lush vegetation in the background.', 'American Alligator basking on a riverbank. Tourists watch from a distance. Lush vegetation backdrop.', 'A majestic American Alligator on a sunlit riverbank, its skin glistening. Tourists watch with awe and curiosity. Lush riverine vegetation sets the backdrop.', 'A majestic American Alligator basking on a sunlit riverbank, its scaly skin glistening in the warm light. The serene scene is observed from a safe distance by an intrigued group of tourists, their expressions a mix of awe and curiosity, set against a backdrop of lush riverine vegetation.']","Action Relation,Attribute,Scene,Spatial Relation"
780,"The city skyline at sunset, silhouetted against a vibrant orange sky.","['Skyline against an orange sunset.', 'City skyline at sunset with skyscrapers. Orange sky with clouds.', 'City skyline silhouetted against a vibrant orange sunset. Skyscrapers with lights and clouds in the sky.', 'The city skyline, silhouetted against a vibrant orange sunset. Skyscrapers with twinkling lights punctuate the horizon, while clouds scatter across the warm hues.', 'The city skyline, silhouetted majestically, stands against a vibrant orange sky at sunset. Glowing skyscrapers with twinkling lights punctuate the horizon, while soft clouds scatter across the warm, radiant hues. A tranquil, scenic panorama blends architectural grandeur with natural beauty in this captivating urban scene.']","Attribute,Scene"
781,A cozy suburban home with a manicured lawn and a welcoming front porch.,"['A suburban home with green grass and a porch.', 'A home with a lawn, porch, flowers, and warm light from windows.', 'Suburban home with manicured lawn, flowers on porch, and warm window light at sunset.', 'Charming suburban home with manicured lawn, flower baskets on welcoming porch, and warm light from windows at sunset.', 'A charming suburban home with a perfectly manicured lawn featuring vibrant green grass. The welcoming front porch is adorned with hanging flower baskets and comfortable seating. Soft, warm lighting emanates from the windows, casting a cozy glow across the scene as the sun sets on a calm evening.']","Attribute,Part Relation,Scene"
