initial_prompt,prompt_schedule,num_tokens,num_adjectives,num_nouns
A girl with pigtails is holding a giant sunflower,"```python
prompts = [
    ""A girl with pigtails is holding a giant sunflower"",
    ""A girl with pigtails is holding a giant sunflower, vibrant green meadow"",
    ""A girl with pigtails is holding a giant sunflower, vibrant green meadow, clear blue sky"",
    ""A girl with pigtails is holding a giant sunflower, vibrant green meadow, clear blue sky, sun shining brightly"",
    ""A girl with pigtails is holding a giant sunflower, vibrant green meadow, clear blue sky, sun shining brightly, a soft breeze rustling the petals""
]
```",9,1,3
A skateboarder performing a trick in an urban skate park,"```python
prompts = [
    ""A skateboarder performing a trick in an urban skate park"",
    ""A skateboarder performing a trick in an urban skate park, concrete ramps"",
    ""A skateboarder performing a trick in an urban skate park, concrete ramps, graffiti-covered walls"",
    ""A skateboarder performing a trick in an urban skate park, concrete ramps, graffiti-covered walls, modern city skyline"",
    ""A skateboarder performing a trick in an urban skate park, concrete ramps, graffiti-covered walls, modern city skyline, scattered spectators watching eagerly""
]
```",10,1,4
A fisherman casting a line at sunrise by a tranquil lake,"```python
prompts = [
    ""A fisherman casting a line at sunrise by a tranquil lake"",
    ""A fisherman casting a line at sunrise by a tranquil lake, golden light"",
    ""A fisherman casting a line at sunrise by a tranquil lake, golden light, mist rising from the water"",
    ""A fisherman casting a line at sunrise by a tranquil lake, golden light, mist rising from the water, silhouetted trees"",
    ""A fisherman casting a line at sunrise by a tranquil lake, golden light, mist rising from the water, silhouetted trees, soft ripples on the water's surface""
]
```",11,2,3
A pilot in aviator sunglasses stepping into a small plane,"```python
prompts = [
    ""A pilot in aviator sunglasses stepping into a small plane"",
    ""A pilot in aviator sunglasses stepping into a small plane, open hangar"",
    ""A pilot in aviator sunglasses stepping into a small plane, open hangar, sunlit runway"",
    ""A pilot in aviator sunglasses stepping into a small plane, open hangar, sunlit runway, scattered clouds"",
    ""A pilot in aviator sunglasses stepping into a small plane, open hangar, sunlit runway, scattered clouds, distant mountains""
]
```",10,1,4
A young librarian is shelving books in a cozy library corner,"```python
prompts = [
    ""A young librarian is shelving books in a cozy library corner"",
    ""A young librarian is shelving books in a cozy library corner, wood-paneled walls"",
    ""A young librarian is shelving books in a cozy library corner, wood-paneled walls, warm ambient lighting"",
    ""A young librarian is shelving books in a cozy library corner, wood-paneled walls, warm ambient lighting, plush velvet armchairs"",
    ""A young librarian is shelving books in a cozy library corner, wood-paneled walls, warm ambient lighting, plush velvet armchairs, stacks of books arranged neatly on shelves""
]
```",11,2,4
A farmer in overalls tending to a field of corn,"```python
prompts = [
    ""A farmer in overalls tending to a field of corn"",
    ""A farmer in overalls tending to a field of corn, golden kernels"",
    ""A farmer in overalls tending to a field of corn, golden kernels, lush green leaves"",
    ""A farmer in overalls tending to a field of corn, golden kernels, lush green leaves, expansive blue sky overhead"",
    ""A farmer in overalls tending to a field of corn, golden kernels, lush green leaves, expansive blue sky overhead, distant rolling hills on the horizon""
]
```",10,0,4
A child blowing bubbles in a field of daisies,"```python
prompts = [
    ""A child blowing bubbles in a field of daisies"",
    ""A child blowing bubbles in a field of daisies, clear blue sky"",
    ""A child blowing bubbles in a field of daisies, clear blue sky, gentle breeze"",
    ""A child blowing bubbles in a field of daisies, clear blue sky, gentle breeze, bubbles catching the sunlight"",
    ""A child blowing bubbles in a field of daisies, clear blue sky, gentle breeze, bubbles catching the sunlight, vibrant green grass""
]
```",9,0,4
A surfer riding a large wave at sunset,"```python
prompts = [
    ""A surfer riding a large wave at sunset"",
    ""A surfer riding a large wave at sunset, the ocean sparkling"",
    ""A surfer riding a large wave at sunset, the ocean sparkling, vibrant orange sky"",
    ""A surfer riding a large wave at sunset, the ocean sparkling, vibrant orange sky, distant seagulls in flight"",
    ""A surfer riding a large wave at sunset, the ocean sparkling, vibrant orange sky, distant seagulls in flight, the setting sun casting an amber glow""
]
```",8,1,3
A hiker reaching the summit of a mountain with arms raised,"```python
prompts = [
    ""A hiker reaching the summit of a mountain with arms raised"",
    ""A hiker reaching the summit of a mountain with arms raised, rugged peaks"",
    ""A hiker reaching the summit of a mountain with arms raised, rugged peaks, sweeping valley views"",
    ""A hiker reaching the summit of a mountain with arms raised, rugged peaks, sweeping valley views, a clear blue sky"",
    ""A hiker reaching the summit of a mountain with arms raised, rugged peaks, sweeping valley views, a clear blue sky, distant glaciers glistening in the sunlight""
]
```",11,0,4
A dancer in a flowing dress spinning in a spotlight,"```python
prompts = [
    ""A dancer in a flowing dress spinning in a spotlight"",
    ""A dancer in a flowing dress spinning in a spotlight, polished stage"",
    ""A dancer in a flowing dress spinning in a spotlight, polished stage, dazzling lights"",
    ""A dancer in a flowing dress spinning in a spotlight, polished stage, dazzling lights, soft shadows"",
    ""A dancer in a flowing dress spinning in a spotlight, polished stage, dazzling lights, soft shadows, a captivated audience""
]
```",10,1,3
A sculptor chiseling a piece of marble,"```python
prompts = [
    ""A sculptor chiseling a piece of marble"",
    ""A sculptor chiseling a piece of marble, in a sunlit workshop"",
    ""A sculptor chiseling a piece of marble, in a sunlit workshop, surrounded by various tools"",
    ""A sculptor chiseling a piece of marble, in a sunlit workshop, surrounded by various tools, dust particles floating in the light"",
    ""A sculptor chiseling a piece of marble, in a sunlit workshop, surrounded by various tools, dust particles floating in the light, partially completed sculptures lining the walls""
]
```",7,0,3
A barista creating latte art in a cozy cafe,"```python
prompts = [
    ""A barista creating latte art in a cozy cafe"",
    ""A barista creating latte art in a cozy cafe, warm ambient lighting"",
    ""A barista creating latte art in a cozy cafe, warm ambient lighting, rustic wooden tables"",
    ""A barista creating latte art in a cozy cafe, warm ambient lighting, rustic wooden tables, shelves lined with coffee beans"",
    ""A barista creating latte art in a cozy cafe, warm ambient lighting, rustic wooden tables, shelves lined with coffee beans, large windows showing a bustling street outside""
]
```",9,1,4
A cyclist racing down a winding mountain path,"```python
prompts = [
    ""A cyclist racing down a winding mountain path"",
    ""A cyclist racing down a winding mountain path, rugged landscape"",
    ""A cyclist racing down a winding mountain path, rugged landscape, towering pine trees"",
    ""A cyclist racing down a winding mountain path, rugged landscape, towering pine trees, dust swirling in the air"",
    ""A cyclist racing down a winding mountain path, rugged landscape, towering pine trees, dust swirling in the air, sunlight filtering through the branches""
]
```",8,0,4
A gardener pruning roses in a vibrant garden,"```python
prompts = [
    ""A gardener pruning roses in a vibrant garden"",
    ""A gardener pruning roses in a vibrant garden, lush greenery"",
    ""A gardener pruning roses in a vibrant garden, lush greenery, colorful flowers"",
    ""A gardener pruning roses in a vibrant garden, lush greenery, colorful flowers, sunlight filtering through trees"",
    ""A gardener pruning roses in a vibrant garden, lush greenery, colorful flowers, sunlight filtering through trees, a wooden bench nearby""
]
```",8,1,3
