Index,Prompt,Num_Words,Num_Sentences,Num_Tokens,Num_Adjectives,Num_Nouns,Num_Verbs,Num_Adverbs,Human_Ratings
504,Two dogs playing with one red ball.,8,1,8,1,2,1,0,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [4, 5, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [4, 5, 5], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [5, 5, 5]}"
505,Three apples next to four oranges on a table.,10,1,10,0,3,0,0,"{'DALLE_3': [3, 4, 3], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [2, 2, 2], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [3, 3, 3]}"
506,One cat sleeping under five bright stars,7,1,7,1,2,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [2, 3, 3], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [2, 3, 3], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [2, 3, 3]}"
507,Six birds soar above two towering trees.,8,1,8,0,2,2,0,"{'DALLE_3': [3, 2, 2], 'DeepFloyd_I_XL_v1': [2, 3, 2], 'Midjourney_6': [3, 2, 2], 'SDXL_2_1': [2, 1, 1], 'SDXL_Base': [3, 2, 2], 'SDXL_Turbo': [3, 2, 2]}"
508,Four children jumping rope in the park,7,1,7,0,3,1,0,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [2, 5, 5], 'Midjourney_6': [3, 3, 2], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 3, 3], 'SDXL_Turbo': [2, 2, 2]}"
509,Two bicycles leaning against a wall with three windows.,10,1,10,0,3,1,0,"{'DALLE_3': [3, 3, 2], 'DeepFloyd_I_XL_v1': [4, 5, 5], 'Midjourney_6': [3, 3, 2], 'SDXL_2_1': [3, 3, 2], 'SDXL_Base': [4, 4, 4], 'SDXL_Turbo': [2, 2, 2]}"
510,Four cupcakes with sprinkles on a plate with two forks.,11,1,11,0,4,0,0,"{'DALLE_3': [4, 4, 3], 'DeepFloyd_I_XL_v1': [2, 3, 3], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [2, 2, 2]}"
511,Three kites soaring in the sky above two hills.,10,1,10,0,3,1,0,"{'DALLE_3': [3, 5, 3], 'DeepFloyd_I_XL_v1': [3, 3, 3], 'Midjourney_6': [2, 3, 3], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [4, 3, 3], 'SDXL_Turbo': [1, 3, 2]}"
512,One lantern glowing softly next to five pebbles.,9,1,9,2,1,1,1,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [3, 3, 3], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [2, 3, 1], 'SDXL_Base': [2, 3, 2], 'SDXL_Turbo': [2, 3, 2]}"
513,Six pencils lined up next to one sharpener.,9,1,10,1,3,1,0,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [1, 2, 2], 'Midjourney_6': [2, 3, 4], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [1, 2, 2], 'SDXL_Turbo': [1, 2, 2]}"
514,Two sparrows perched on a branch with three leaves.,10,1,11,0,3,1,0,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [3, 3, 3]}"
515,Five buttons sewn onto a piece of fabric with two needles.,12,1,12,1,3,1,0,"{'DALLE_3': [2, 2, 2], 'DeepFloyd_I_XL_v1': [3, 4, 4], 'Midjourney_6': [2, 2, 2], 'SDXL_2_1': [3, 3, 4], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
516,Three snowmen standing in a garden with two pine trees.,11,1,12,0,4,1,0,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [3, 5, 4], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [4, 5, 5], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
517,Two clouds casting shadows over three sunflowers.,8,1,8,0,3,1,0,"{'DALLE_3': [2, 3, 3], 'DeepFloyd_I_XL_v1': [4, 5, 5], 'Midjourney_6': [3, 3, 4], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [2, 3, 3]}"
518,Two apples on a kitchen counter.,7,1,7,0,3,0,0,"{'DALLE_3': [3, 5, 5], 'DeepFloyd_I_XL_v1': [4, 5, 4], 'Midjourney_6': [4, 5, 5], 'SDXL_2_1': [2, 4, 3], 'SDXL_Base': [3, 4, 5], 'SDXL_Turbo': [4, 5, 5]}"
519,Three birds sitting on a wire.,7,1,7,0,2,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [2, 3, 3], 'SDXL_2_1': [2, 3, 3], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [2, 3, 3]}"
520,Four pencils in a cup.,6,1,6,0,2,0,0,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [4, 5, 5], 'Midjourney_6': [2, 3, 3], 'SDXL_2_1': [2, 3, 3], 'SDXL_Base': [1, 2, 2], 'SDXL_Turbo': [2, 3, 2]}"
521,Five stars in the night sky.,7,1,7,0,3,0,0,"{'DALLE_3': [2, 3, 3], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [2, 3, 1], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [1, 3, 2]}"
522,One cat napping in the sun.,7,1,7,0,3,0,0,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [4, 5, 5], 'Midjourney_6': [4, 5, 5], 'SDXL_2_1': [2, 5, 3], 'SDXL_Base': [3, 5, 5], 'SDXL_Turbo': [1, 5, 3]}"
523,Two shoes by the front door.,7,1,7,1,2,0,0,"{'DALLE_3': [2, 3, 3], 'DeepFloyd_I_XL_v1': [2, 5, 4], 'Midjourney_6': [2, 5, 5], 'SDXL_2_1': [2, 5, 4], 'SDXL_Base': [2, 5, 5], 'SDXL_Turbo': [1, 3, 2]}"
524,Three cookies on a plate.,6,1,6,0,2,0,0,"{'DALLE_3': [4, 3, 3], 'DeepFloyd_I_XL_v1': [2, 3, 3], 'Midjourney_6': [4, 5, 5], 'SDXL_2_1': [2, 3, 3], 'SDXL_Base': [2, 3, 3], 'SDXL_Turbo': [2, 3, 3]}"
525,Four leaves on a branch.,6,1,6,0,2,0,0,"{'DALLE_3': [1, 3, 3], 'DeepFloyd_I_XL_v1': [4, 5, 4], 'Midjourney_6': [1, 3, 3], 'SDXL_2_1': [1, 3, 2], 'SDXL_Base': [1, 3, 2], 'SDXL_Turbo': [1, 3, 3]}"
526,Five stones by the river.,6,1,6,0,2,0,0,"{'DALLE_3': [2, 3, 3], 'DeepFloyd_I_XL_v1': [2, 3, 3], 'Midjourney_6': [2, 3, 3], 'SDXL_2_1': [2, 3, 3], 'SDXL_Base': [2, 3, 3], 'SDXL_Turbo': [2, 3, 3]}"
527,"A vibrant apple tree performing a juggling act using its own apples under a bright, circus-style tent.",19,1,22,4,6,2,0,"{'DALLE_3': [4, 3, 4], 'DeepFloyd_I_XL_v1': [3, 2, 3], 'Midjourney_6': [3, 4, 3], 'SDXL_2_1': [3, 3, 2], 'SDXL_Base': [2, 3, 2], 'SDXL_Turbo': [3, 3, 2]}"
528,"Fields of lavender participating in a peaceful protest for bees, waving tiny banners.",15,1,15,2,5,2,0,"{'DALLE_3': [4, 4, 4], 'DeepFloyd_I_XL_v1': [3, 3, 3], 'Midjourney_6': [4, 3, 4], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 3, 2], 'SDXL_Turbo': [3, 3, 3]}"
529,A Siamese cat detective with a magnifying glass.,9,1,10,1,4,0,0,"{'DALLE_3': [2, 3, 2], 'DeepFloyd_I_XL_v1': [3, 3, 3], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [3, 4, 2], 'SDXL_Turbo': [4, 4, 4]}"
530,"A cheerful Labrador retriever wearing a chef's hat, baking cookies shaped like bones.",16,1,16,1,6,3,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [4, 3, 4], 'Midjourney_6': [4, 3, 3], 'SDXL_2_1': [3, 3, 2], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [3, 2, 3]}"
531,A cherry blossom tree gracefully dancing in a kimono during a spring festival under moonlight.,16,1,17,1,6,1,1,"{'DALLE_3': [2, 3, 2], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [2, 3, 2], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 3, 2], 'SDXL_Turbo': [2, 2, 2]}"
532,A goldfish conducting a symphony orchestra with a choir of bubbles in an underwater concert hall.,17,1,17,2,6,1,0,"{'DALLE_3': [5, 4, 4], 'DeepFloyd_I_XL_v1': [3, 2, 3], 'Midjourney_6': [4, 3, 4], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
533,A parrot pirate sails through the sky with a map.,11,1,11,0,5,0,0,"{'DALLE_3': [3, 3, 2], 'DeepFloyd_I_XL_v1': [3, 2, 3], 'Midjourney_6': [4, 3, 4], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [2, 3, 2]}"
534,"A band of beetles playing rock music on miniature instruments, with a leaf as their stage.",18,1,18,0,8,1,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [5, 4, 4], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [3, 2, 2]}"
535,"A tabby cat wizard casting spells with a wand, surrounded by floating books and magical orbs.",18,1,19,1,6,3,0,"{'DALLE_3': [4, 3, 3], 'DeepFloyd_I_XL_v1': [4, 3, 3], 'Midjourney_6': [4, 3, 4], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [4, 3, 4], 'SDXL_Turbo': [3, 3, 3]}"
536,A German shepherd astronaut exploring new planets with a space helmet and a jetpack.,15,1,16,2,6,1,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [2, 2, 3], 'Midjourney_6': [4, 3, 3], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [5, 4, 5]}"
537,"Marigold flowers hosting a party, with fireflies as their lanterns in the twilight.",15,1,17,1,5,1,0,"{'DALLE_3': [4, 3, 4], 'DeepFloyd_I_XL_v1': [3, 2, 3], 'Midjourney_6': [2, 2, 2], 'SDXL_2_1': [4, 3, 4], 'SDXL_Base': [4, 3, 4], 'SDXL_Turbo': [3, 3, 2]}"
538,"A weeping willow as a poet, writing verses that sway with its branches by a serene lake.",19,1,19,1,5,3,0,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [2, 2, 3], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [2, 2, 3], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
539,"A hummingbird thief, darting through a museum to steal nectar from exotic flowers.",15,1,16,1,5,2,0,"{'DALLE_3': [5, 4, 4], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [4, 3, 3], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [3, 2, 2]}"
540,A sparrow pilot flying a paper plane between the clouds.,11,1,11,0,5,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [3, 2, 3], 'Midjourney_6': [3, 2, 2], 'SDXL_2_1': [1, 1, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
541,A maple tree chef serving maple syrup pancakes at a forest diner with animals as guests.,17,1,17,2,8,1,0,"{'DALLE_3': [5, 4, 4], 'DeepFloyd_I_XL_v1': [3, 2, 2], 'Midjourney_6': [3, 3, 2], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [2, 2, 2]}"
542,"An ancient oak tree hosting a library in its branches, with birds as librarians and squirrels as readers.",20,1,20,1,8,1,0,"{'DALLE_3': [4, 3, 3], 'DeepFloyd_I_XL_v1': [4, 3, 3], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [4, 3, 4], 'SDXL_Turbo': [3, 3, 3]}"
543,A rabbit magician pulling a human out of a hat at a magic show.,15,1,15,3,3,1,0,"{'DALLE_3': [2, 3, 2], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [2, 2, 2], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
544,A punk rock frog in a studded leather jacket standing on a stump.,14,1,14,1,6,1,0,"{'DALLE_3': [5, 4, 4], 'DeepFloyd_I_XL_v1': [4, 4, 4], 'Midjourney_6': [5, 4, 4], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [5, 4, 5], 'SDXL_Turbo': [3, 2, 3]}"
545,A smiling sloth wearing a bowtie and holding a book.,11,1,12,0,3,3,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [5, 4, 5], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [5, 4, 5], 'SDXL_Base': [5, 4, 5], 'SDXL_Turbo': [5, 4, 5]}"
546,"A cat perched on a bookshelf, pawing at a floating feather.",13,1,14,0,3,3,0,"{'DALLE_3': [5, 4, 4], 'DeepFloyd_I_XL_v1': [4, 4, 5], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [3, 3, 2], 'SDXL_Base': [4, 4, 3], 'SDXL_Turbo': [5, 4, 5]}"
547,"A ballerina pirouettes on a moonlit rooftop, the city skyline behind her.",14,1,17,0,5,1,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [3, 3, 3], 'Midjourney_6': [4, 4, 5], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [3, 3, 2]}"
548,A squirrel in a tiny hat painting a masterpiece in a tree nook.,14,1,14,2,4,1,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [4, 4, 4], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
549,A fox in a detective's outfit sniffs for clues in a misty forest.,15,1,16,2,5,0,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [3, 2, 3], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [4, 3, 5], 'SDXL_Turbo': [4, 3, 5]}"
550,"A robot serves tea in a futuristic cafe, surrounded by holograms.",13,1,14,1,4,2,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [3, 3, 3], 'Midjourney_6': [5, 4, 4], 'SDXL_2_1': [5, 4, 4], 'SDXL_Base': [5, 4, 4], 'SDXL_Turbo': [5, 4, 4]}"
551,A painter on a ladder adds stars to a mural of the night sky on a city wall.,19,1,19,0,8,1,0,"{'DALLE_3': [5, 5, 4], 'DeepFloyd_I_XL_v1': [2, 3, 2], 'Midjourney_6': [5, 4, 4], 'SDXL_2_1': [2, 3, 3], 'SDXL_Base': [5, 4, 5], 'SDXL_Turbo': [2, 3, 3]}"
552,A knight in shining armor reads a map by the light of a firefly lantern.,16,1,16,0,6,2,0,"{'DALLE_3': [3, 4, 3], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [3, 3, 3]}"
553,"A jazz band of raccoons performs in a moonlit alley, instruments gleaming.",14,1,18,0,7,1,0,"{'DALLE_3': [3, 4, 3], 'DeepFloyd_I_XL_v1': [3, 2, 2], 'Midjourney_6': [5, 5, 4], 'SDXL_2_1': [4, 3, 4], 'SDXL_Base': [3, 3, 4], 'SDXL_Turbo': [3, 3, 4]}"
554,"A child in a superhero costume leaps over a puddle, cape fluttering.",14,1,16,0,6,1,0,"{'DALLE_3': [5, 4, 4], 'DeepFloyd_I_XL_v1': [5, 5, 4], 'Midjourney_6': [4, 4, 3], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [4, 4, 3], 'SDXL_Turbo': [4, 4, 3]}"
555,"An elephant paints a self-portrait with its trunk in a sunny, open field.",15,1,17,3,4,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [4, 4, 3], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 1]}"
556,A squirrel walks a tightrope between two trees holding an acorn.,12,1,13,0,4,2,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [3, 2, 2], 'Midjourney_6': [4, 4, 4], 'SDXL_2_1': [3, 3, 2], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [4, 3, 4]}"
557,A jazz musician plays a saxophone under a streetlamp at night.,12,1,13,0,5,1,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [5, 4, 5], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [5, 4, 5], 'SDXL_Turbo': [5, 5, 5]}"
558,A knight in shining armor polishes his shield.,9,1,10,0,4,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [4, 3, 3], 'Midjourney_6': [5, 5, 3], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [5, 3, 3], 'SDXL_Turbo': [5, 3, 3]}"
559,A hummingbird in a tiny helmet races a bumblebee.,10,1,10,1,3,1,0,"{'DALLE_3': [5, 3, 5], 'DeepFloyd_I_XL_v1': [3, 3, 3], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
560,A fairy sprinkles pixie dust over a blooming garden at night.,12,1,12,1,4,1,1,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [4, 3, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [4, 3, 3], 'SDXL_Base': [5, 3, 3], 'SDXL_Turbo': [5, 3, 4]}"
561,A steampunk airship floats above a futuristic city.,9,1,10,1,4,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [4, 3, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 4, 5], 'SDXL_Base': [5, 4, 5], 'SDXL_Turbo': [5, 3, 5]}"
562,A skateboarder executes a trick over the Great Wall of China.,12,1,14,0,5,1,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [5, 3, 3], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [5, 3, 3], 'SDXL_Base': [5, 3, 3], 'SDXL_Turbo': [3, 2, 2]}"
563,A sunflower in sunglasses dances in the snow.,9,1,9,0,4,0,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [3, 2, 2], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [3, 3, 2], 'SDXL_Base': [5, 3, 5], 'SDXL_Turbo': [4, 3, 3]}"
564,A ghost plays chess with a suit of armor in a castle.,13,1,13,0,5,1,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [4, 3, 3], 'Midjourney_6': [3, 3, 4], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 3, 3], 'SDXL_Turbo': [2, 3, 3]}"
565,"A jazz band performs on the moon, the Earth rising in the background.",15,1,15,0,6,1,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [5, 5, 3], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [4, 3, 3]}"
566,A cowboy rides a mechanical bull in the middle of Times Square.,13,1,13,1,5,1,0,"{'DALLE_3': [5, 4, 3], 'DeepFloyd_I_XL_v1': [4, 3, 3], 'Midjourney_6': [3, 4, 3], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [3, 3, 2]}"
567,A bear wearing a monocle reads the newspaper in a cozy den.,13,1,15,2,3,2,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [3, 2, 2], 'Midjourney_6': [4, 3, 3], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [3, 3, 3]}"
568,A robot and a dinosaur play chess in a post-apocalyptic landscape.,12,1,14,2,4,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [3, 3, 3], 'Midjourney_6': [4, 3, 3], 'SDXL_2_1': [4, 3, 3], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [3, 3, 3]}"
569,"A ballerina pirouettes on a floating iceberg, northern lights above.",12,1,14,2,3,1,0,"{'DALLE_3': [5, 4, 4], 'DeepFloyd_I_XL_v1': [5, 3, 4], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [4, 3, 4], 'SDXL_Base': [4, 3, 2], 'SDXL_Turbo': [5, 3, 3]}"
570,A ninja scales the Great Pyramid under the cover of night.,12,1,12,1,4,1,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [5, 3, 4], 'Midjourney_6': [5, 3, 4], 'SDXL_2_1': [3, 2, 3], 'SDXL_Base': [3, 2, 4], 'SDXL_Turbo': [3, 2, 4]}"
571,A sphinx talking with travelers in front of the Pyramids at sunset.,13,1,13,0,5,1,0,"{'DALLE_3': [4, 2, 4], 'DeepFloyd_I_XL_v1': [4, 2, 3], 'Midjourney_6': [5, 3, 5], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [3, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
572,A pilot in a leather jacket navigates a biplane through a stormy sky.,14,1,16,0,6,1,0,"{'DALLE_3': [4, 4, 3], 'DeepFloyd_I_XL_v1': [4, 3, 3], 'Midjourney_6': [4, 4, 4], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [3, 3, 3]}"
573,"a young girl in a flowy dress running through a field of lavender, with a picturesque mountain range in the distance.",23,1,24,2,8,1,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [5, 3, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 3, 3], 'SDXL_Base': [5, 3, 5], 'SDXL_Turbo': [5, 3, 5]}"
574,"a futuristic cityscape at dusk, with flying cars zooming between neon-lit skyscrapers.",14,1,19,2,4,2,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [3, 2, 4], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [5, 3, 4], 'SDXL_Base': [5, 3, 5], 'SDXL_Turbo': [5, 4, 5]}"
575,a group of friends camping with a glowing campfire at their center.,13,1,13,0,5,1,0,"{'DALLE_3': [5, 4, 4], 'DeepFloyd_I_XL_v1': [3, 3, 3], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 3, 5], 'SDXL_Base': [5, 4, 5], 'SDXL_Turbo': [5, 3, 5]}"
576,"a diver exploring a vibrant coral reef, surrounded by a school of colorful fish.",16,1,16,3,4,2,0,"{'DALLE_3': [5, 3, 5], 'DeepFloyd_I_XL_v1': [5, 3, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [3, 3, 2], 'SDXL_Base': [5, 4, 2], 'SDXL_Turbo': [3, 3, 3]}"
577,"a leather-bound diary open to a blank page, with an antique quill and inkwell set beside it.",19,1,22,4,4,1,0,"{'DALLE_3': [5, 4, 3], 'DeepFloyd_I_XL_v1': [4, 2, 3], 'Midjourney_6': [4, 3, 3], 'SDXL_2_1': [2, 3, 2], 'SDXL_Base': [3, 2, 3], 'SDXL_Turbo': [3, 2, 3]}"
578,"a quaint cobblestone street in a European village, lined with cafes and blooming flower boxes.",17,1,18,2,6,2,0,"{'DALLE_3': [5, 4, 4], 'DeepFloyd_I_XL_v1': [5, 2, 3], 'Midjourney_6': [5, 5, 4], 'SDXL_2_1': [5, 3, 4], 'SDXL_Base': [5, 4, 4], 'SDXL_Turbo': [5, 3, 4]}"
579,"a solitary lighthouse standing tall against a backdrop of stormy seas and dark, rolling clouds.",17,1,17,1,7,2,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [5, 4, 5], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [4, 3, 4], 'SDXL_Base': [5, 4, 5], 'SDXL_Turbo': [5, 4, 5]}"
580,a hot air balloon drifting over a patchwork of green fields and winding rivers.,15,1,15,2,5,2,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [3, 2, 2], 'Midjourney_6': [4, 3, 3], 'SDXL_2_1': [5, 4, 5], 'SDXL_Base': [5, 4, 5], 'SDXL_Turbo': [5, 3, 5]}"
581,a pug dressed as a chef cooking in a miniature kitchen.,12,1,12,0,5,1,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [5, 3, 4], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [5, 3, 5], 'SDXL_Base': [5, 4, 5], 'SDXL_Turbo': [5, 3, 4]}"
582,a bouquet of tulips sprouting from an open book.,10,1,11,1,3,1,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [4, 3, 5], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [5, 3, 5], 'SDXL_Base': [5, 4, 5], 'SDXL_Turbo': [3, 3, 3]}"
583,an octopus playing multiple instruments in an underwater band.,10,1,10,3,3,0,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [5, 3, 5], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [3, 2, 3], 'SDXL_Base': [5, 3, 5], 'SDXL_Turbo': [4, 3, 3]}"
584,a flamingo standing on one leg at a soda shop counter.,12,1,12,1,5,0,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [3, 2, 2], 'Midjourney_6': [3, 3, 2], 'SDXL_2_1': [2, 3, 2], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [4, 3, 2]}"
585,a koala pilot flying a paper airplane over Sydney Harbour.,11,1,11,0,6,1,0,"{'DALLE_3': [4, 4, 3], 'DeepFloyd_I_XL_v1': [4, 3, 3], 'Midjourney_6': [3, 3, 4], 'SDXL_2_1': [1, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 3]}"
586,the Eiffel Tower adorned with colorful flowers in spring.,10,1,10,1,4,1,0,"{'DALLE_3': [5, 3, 5], 'DeepFloyd_I_XL_v1': [4, 3, 2], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [4, 3, 2], 'SDXL_Base': [4, 4, 2], 'SDXL_Turbo': [4, 4, 2]}"
